CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50119999,SILVER LAKE GOLF COURSE- THE VERANDA CAFE,Staten Island,915,VICTORY BOULEVARD,10301.0,7184475686,American,12/31/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.62222764457,-74.09654006595,501.0,49.0,5900.0,5156180.0,5002390001.0,SI35,POINT (-74.09654006595 40.622227644574)
50127245,TAQUERIA MILEAR,Brooklyn,752A,NOSTRAND AVENUE,11216.0,3473398172,Mexican,12/31/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,62.0,C,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.67291793959,-73.95022231057,308.0,36.0,31701.0,3031509.0,3012400041.0,BK61,POINT (-73.950222310565 40.672917939587)
50143248,REYES DELI MEXICANA,Staten Island,196,PORT RICHMOND AVENUE,10302.0,7867382779,Mexican,12/31/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.63644853525,-74.13448604736,501.0,49.0,20700.0,5025457.0,5010800029.0,SI28,POINT (-74.134486047358 40.636448535247)
50142136,BRUNCH SPOT NYC,Queens,60-13,MYRTLE AVENUE,11385.0,3479846280,"Juice, Smoothies, Fruit Salads",12/31/2024,Violations were cited in the following area(s).,04P,"Food containing a prohibited substance held, kept, offered, prepared, processed, packaged, or served.",Critical,32.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.70053674433,-73.8977380057,405.0,30.0,58300.0,4084515.0,4035180047.0,QN20,POINT (-73.897738005701 40.700536744328)
50034894,FRUITTI YUMMI,Brooklyn,444,KNICKERBOCKER AVENUE,11237.0,7189287701,Frozen Desserts,12/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.69917862821,-73.9190323792,304.0,37.0,43100.0,3075088.0,3032880018.0,BK77,POINT (-73.919032379202 40.699178628213)
50124400,CESTRA'S BAKERY,Bronx,3639,EAST TREMONT AVENUE,10465.0,3474085542,Bakery Products/Desserts,12/31/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.82822130941,-73.82390994175,210.0,13.0,16200.0,2076662.0,2054270005.0,BX52,POINT (-73.823909941754 40.82822130941)
50074204,MR. MARIO,Queens,18-04,COLLEGE POINT BOULEVARD,11356.0,7189617398,Latin American,12/31/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.78298096166,-73.8458764606,407.0,19.0,92500.0,4098304.0,4040830022.0,QN23,POINT (-73.845876460601 40.782980961664)
50125813,MZ INEZ JERK HUT,Bronx,2702B,EAST TREMONT AVENUE,10461.0,6467039518,Caribbean,12/31/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.84265706647,-73.84571236914,210.0,13.0,20000.0,2041960.0,2039880018.0,BX37,POINT (-73.845712369143 40.842657066469)
50060813,DUNKIN,Queens,86-10,QUEENS BOULEVARD,11373.0,2038222147,American,12/31/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.73650888394,-73.87731290861,404.0,30.0,47500.0,4064656.0,4028510027.0,QN29,POINT (-73.87731290861 40.736508883942)
50145241,NYC TIKKA MASALA,Queens,44-27,KISSENA BOULEVARD,11355.0,7187066765,Indian,12/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75334436051,-73.82212709727,407.0,20.0,85900.0,4117219.0,4051920015.0,QN22,POINT (-73.82212709727 40.753344360509)
50136734,CAFE W,Queens,35-29,154 STREET,11354.0,7187990264,Bakery Products/Desserts,12/31/2024,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,33.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.7658122352,-73.81083394215,407.0,19.0,117100.0,4620344.0,4052650010.0,QN51,POINT (-73.810833942152 40.765812235203)
50144942,IHOP,Queens,21-61,31 STREET,11105.0,2014084020,American,12/31/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.77688971418,-73.90974844394,401.0,22.0,11300.0,4016921.0,4008310001.0,QN72,POINT (-73.909748443942 40.77688971418)
50143804,HEYTEA,Brooklyn,4505,8 AVENUE,11220.0,2123816157,Coffee/Tea,12/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.64380664197,-74.00089364568,312.0,38.0,9400.0,3011762.0,3007510009.0,BK34,POINT (-74.000893645682 40.643806641969)
50149744,BABA COOL,Brooklyn,33,LAFAYETTE AVENUE,11217.0,3476892344,American,12/31/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,23.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.68688375488,-73.97765879228,302.0,35.0,3300.0,3059179.0,3021080019.0,BK68,POINT (-73.97765879228 40.686883754876)
40399778,MCDONALD'S,Bronx,599,GRAND CONCOURSE,10451.0,7184029506,Hamburgers,12/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.81985438151,-73.92671070367,204.0,8.0,6300.0,2001075.0,2023480036.0,BX63,POINT (-73.926710703668 40.819854381506)
50128085,MIKE'S COFFEE SHOP,Brooklyn,328,DEKALB AVENUE,11205.0,7188571462,American,12/31/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,30.0,C,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.68974350885,-73.96539776262,302.0,35.0,19700.0,3055356.0,3019320025.0,BK69,POINT (-73.965397762618 40.68974350885)
41433057,NEW SHUN WEI,Manhattan,45,CATHERINE STREET,10038.0,2129647590,Chinese,12/31/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,63.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71189076001,-73.99689428275,103.0,1.0,800.0,1003323.0,1002760053.0,MN27,POINT (-73.996894282749 40.711890760013)
50119066,PIZZA SPOT,Brooklyn,431,DEKALB AVENUE,11205.0,7186505850,Pizza,12/31/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,25.0,B,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.6903566569,-73.96021571359,303.0,33.0,19300.0,3055135.0,3019240061.0,BK69,POINT (-73.960215713587 40.690356656895)
41193019,CERTE CATERING,Manhattan,20,WEST   55 STREET,10019.0,2123972020,American,12/31/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,22.0,B,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.76203509104,-73.97582857177,105.0,4.0,10400.0,1034807.0,1012700049.0,MN17,POINT (-73.975828571774 40.762035091044)
50138717,KIWI LIME,Queens,76-09A,BROADWAY,11373.0,7184339788,Latin American,12/31/2024,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,38.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74572415574,-73.88917652617,404.0,25.0,26700.0,4431441.0,4014870031.0,QN29,POINT (-73.889176526167 40.745724155743)
41633674,KAIETEUR RESTAURANT & BAKERY,Queens,88-08,183 STREET,11423.0,7185266251,Caribbean,12/31/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,B,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.71357134485,-73.77879206829,412.0,23.0,47000.0,4212432.0,4099190034.0,QN61,POINT (-73.778792068289 40.71357134485)
50086445,TACO BELL,Bronx,8,WEST FORDHAM ROAD,10468.0,8605182577,Mexican,12/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.86277149779,-73.90154396934,207.0,14.0,25300.0,2014327.0,2031990083.0,BX30,POINT (-73.901543969335 40.862771497794)
50130759,NUAN XIN RICE ROLL,Queens,136-55,ROOSEVELT AVENUE,11354.0,9299991050,Chinese,12/31/2024,Violations were cited in the following area(s).,28-05,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76002356264,-73.82831431551,407.0,20.0,87100.0,4112510.0,4049800061.0,QN22,POINT (-73.828314315508 40.760023562641)
50001353,SAZON'S NUNEZ,Brooklyn,96,WYCKOFF AVENUE,11237.0,3477507894,Latin American,12/31/2024,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.70436372257,-73.91934344661,304.0,37.0,44500.0,3073650.0,3032370038.0,BK77,POINT (-73.91934344661 40.70436372257)
50072519,MIKE'S DINER,Brooklyn,1454,86 STREET,11228.0,3475679223,Greek,12/31/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.61194746944,-74.01043767929,311.0,43.0,17000.0,3166048.0,3063580036.0,BK27,POINT (-74.010437679285 40.61194746944)
50132573,MONTE CARLO DINER,Manhattan,2162,2 AVENUE,10029.0,9175197484,American,12/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,20.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.79390503529,-73.94002633528,111.0,8.0,18000.0,1052866.0,1016830001.0,MN34,POINT (-73.940026335276 40.793905035293)
50122510,JERSEY MIKE'S 34069,Brooklyn,131,5 AVENUE,11217.0,3473826677,Sandwiches,12/31/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.67864418216,-73.97893423403,306.0,39.0,13100.0,3019193.0,3009440004.0,BK37,POINT (-73.97893423403 40.678644182162)
50130526,PARIS BAGUETTE,Queens,136-17,39 AVENUE,11354.0,9176811688,Bakery Products/Desserts,12/31/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,42.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.76033055259,-73.82987293105,407.0,20.0,87100.0,4534816.0,4049787501.0,QN22,POINT (-73.82987293105 40.760330552591)
41702705,ZZ'S PIZZA & GRILL,Staten Island,1,RICHMOND TERRACE,10301.0,7185240707,Pizza,12/31/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23.0,B,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.64372588042,-74.07278880213,501.0,49.0,300.0,5799501.0,5270000501.0,SI22,POINT (-74.072788802132 40.64372588042)
50148913,KENNEDY FRIED CHICKEN & PIZZA,Bronx,3216,3 AVENUE,10451.0,7183148596,Chicken,12/31/2024,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.82326728041,-73.90915777791,203.0,17.0,14100.0,2004371.0,2026200013.0,BX35,POINT (-73.909157777911 40.823267280405)
50111191,BLUESTONE LANE,Manhattan,109,WEST BROADWAY,10013.0,9177421518,Australian,12/31/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13.0,A,12/31/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.71608996471,-74.00874778243,101.0,1.0,3300.0,1001598.0,1001460011.0,MN24,POINT (-74.008747782425 40.716089964712)
50032652,LAS DELICIAS RESTAURANT & BAKERY,Queens,18-01,COLLEGE POINT BOULEVARD,11356.0,9176049562,Spanish,12/31/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,12/31/2024,08/27/2026,Cycle Inspection / Re-inspection,40.78298367732,-73.84585478843,407.0,19.0,92500.0,4443901.0,4041280019.0,QN23,POINT (-73.84585478843 40.782983677323)
